filename,slug,name,check,tags,description
shetland-sheepdog.png,shetland-sheepdog,Shetland Sheepdog,FALSE,"mammal, dog, herder, fluffy","Small, smart, fluffy herder. Loyal and eager to please."
shiba-inu.png,shiba-inu,Shiba Inu,FALSE,"mammal, dog, Japanese, foxlike","Small, foxlike, independent. Spirited and clean."
shih-tzu.png,shih-tzu,Shih Tzu,FALSE,"mammal, dog, toy, long-haired","Toy breed, long hair. Affectionate, charming, needs grooming."
siberian-husky.png,siberian-husky,Siberian Husky,FALSE,"mammal, dog, sled, energetic","Athletic, high-energy sled dog. Friendly, mischievous, loves cold."
silky-terrier.png,silky-terrier,Silky Terrier,FALSE,"mammal, dog, terrier, silky","Small, silky-haired terrier. Lively and confident."
skye-terrier.png,skye-terrier,Skye Terrier,FALSE,"mammal, dog, terrier, long","Long-bodied, flowing coat. Loyal, dignified, can be reserved."
sloughi.png,sloughi,Sloughi,FALSE,"mammal, dog, sighthound, North-African","Sleek, sensitive North African sighthound. Calm, loyal, needs gentle handling."
small-munsterlander-pointer.png,small-munsterlander-pointer,Small Munsterlander Pointer,FALSE,"mammal, dog, pointer, versatile","Versatile, medium pointer. Social, active, loves hunting and swimming."
smooth-fox-terrier.png,smooth-fox-terrier,Smooth Fox Terrier,FALSE,"mammal, dog, terrier, lively","Classic, lively terrier. Bold, energetic, good for active owners."
soft-coated-wheaten-terrier.png,soft-coated-wheaten-terrier,Soft Coated Wheaten Terrier,FALSE,"mammal, dog, terrier, soft-coat","Silky, soft-coated terrier. Happy, lively, friendly."
spanish-water-dog.png,spanish-water-dog,Spanish Water Dog,FALSE,"mammal, dog, curly, swimmer","Curly-coated, strong swimmer. Hardworking and energetic."
spinone-italiano.png,spinone-italiano,Spinone Italiano,FALSE,"mammal, dog, pointer, Italian","Sturdy, wiry-coated Italian pointer. Loyal, calm, affectionate."
staffordshire-bull-terrier.png,staffordshire-bull-terrier,Staffordshire Bull Terrier,FALSE,"mammal, dog, terrier, muscular","Muscular, compact terrier. Brave, loyal, loving with family."
standard-schnauzer.png,standard-schnauzer,Standard Schnauzer,FALSE,"mammal, dog, schnauzer, medium","Medium, strong, smart. Good watchdog, loyal companion."
sussex-spaniel.png,sussex-spaniel,Sussex Spaniel,FALSE,"mammal, dog, spaniel, golden","Golden-brown, low spaniel. Calm, affectionate, can be stubborn."
swedish-vallhund.png,swedish-vallhund,Swedish Vallhund,FALSE,"mammal, dog, herder, spitz","Small, spitz herder. Agile, playful, ancient Viking breed."
thai-ridgeback.png,thai-ridgeback,Thai Ridgeback,FALSE,"mammal, dog, ridgeback, athletic","Athletic, smooth-coated, distinctive ridge. Loyal, independent."
tibetan-mastiff.png,tibetan-mastiff,Tibetan Mastiff,FALSE,"mammal, dog, guardian, large","Large, powerful guardian. Independent, protective, needs space."
tibetan-spaniel.png,tibetan-spaniel,Tibetan Spaniel,FALSE,"mammal, dog, small, alert","Small, intelligent, alert. Loyal, catlike companion."
tibetan-terrier.png,tibetan-terrier,Tibetan Terrier,FALSE,"mammal, dog, medium, shaggy","Shaggy, sturdy, medium dog. Friendly, lively, adaptable."
toy-fox-terrier.png,toy-fox-terrier,Toy Fox Terrier,FALSE,"mammal, dog, toy, lively","Tiny, lively, bold terrier. Great for active families."
treeing-walker-coonhound.png,treeing-walker-coonhound,Treeing Walker Coonhound,FALSE,"mammal, dog, hound, hunter","Fast, determined treeing hound. Loves chasing scents."
vizsla.png,vizsla,Vizsla,FALSE,"mammal, dog, pointer, Hungarian","Sleek, red-coated Hungarian pointer. Energetic, affectionate, needs exercise."
weimaraner.png,weimaraner,Weimaraner,FALSE,"mammal, dog, pointer, gray","Sleek, gray, energetic pointer. Smart, loyal, needs exercise."
welsh-springer-spaniel.png,welsh-springer-spaniel,Welsh Springer Spaniel,FALSE,"mammal, dog, spaniel, red-white","Cheerful, red-and-white spaniel. Energetic, loving, needs activity."
welsh-terrier.png,welsh-terrier,Welsh Terrier,FALSE,"mammal, dog, terrier, sturdy","Compact, lively, sturdy terrier. Friendly, adventurous, bold."
west-highland-white-terrier.png,west-highland-white-terrier,West Highland White Terrier,FALSE,"mammal, dog, terrier, white","“Westie.” Small, white, spirited, friendly, good with kids."
whippet.png,whippet,Whippet,FALSE,"mammal, dog, sighthound, slim","Slim, fast, gentle. Calm indoors, loves to run outdoors."
wire-fox-terrier.png,wire-fox-terrier,Wire Fox Terrier,FALSE,"mammal, dog, terrier, wiry","Bold, energetic, wiry-haired. Classic show and hunting terrier."
wirehaired-pointing-griffon.png,wirehaired-pointing-griffon,Wirehaired Pointing Griffon,FALSE,"mammal, dog, pointer, wiry","Medium, wiry pointer. Energetic, smart, needs activity."
wirehaired-vizsla.png,wirehaired-vizsla,Wirehaired Vizsla,FALSE,"mammal, dog, pointer, wiry","Hungarian pointer with wiry coat. Energetic, loving, needs space."
xoloitzcuintli.png,xoloitzcuintli,Xoloitzcuintli,FALSE,"mammal, dog, hairless, ancient","Ancient, hairless Mexican breed. Calm, loyal, good for allergy sufferers."
yorkshire-terrier.png,yorkshire-terrier,Yorkshire Terrier,FALSE,"mammal, dog, toy, silky","Small, silky, feisty terrier. Confident, loves attention, popular city pet."
